FECHA,  variacion  ,dia_anterior,prom3dias,prom5dias,prom10dias,prom15dias,prom20dias,prom25dias,prom30dias,prom60dias,percentil10_90dias,percentil20_90dias,percentil30_90dias,percentil40_90dias,percentil50_90dias,percentil60_90dias,percentil70_90dias,percentil10_60dias,percentil20_60dias,percentil30_60dias,percentil40_60dias,percentil50_60dias,percentil60_60dias,percentil70_60dias,percentil10_30dias,percentil20_30dias,percentil30_30dias,percentil40_30dias,percentil50_30dias,percentil60_30dias,percentil70_30dias,percentil10_20dias,percentil20_20dias,percentil30_20dias,percentil40_20dias,percentil50_20dias,percentil60_20dias,percentil70_20dias,percentil10_15dias,percentil20_15dias,percentil30_15dias,percentil40_15dias,percentil50_15dias,percentil60_15dias,percentil70_15dias,percentil10_10dias,percentil20_10dias,percentil30_10dias,percentil40_10dias,percentil50_10dias,percentil60_10dias,percentil70_10dias,percentil10_05dias,percentil20_05dias,percentil30_05dias,percentil40_05dias,percentil50_05dias,percentil60_05dias,percentil70_05dias,minimos_03dias,minimos_05dias,minimos_10dias,minimos_15dias,minimos_20dias,minimos_25dias,minimos_30dias,minimos_60dias,maximos_03dias,maximos_05dias,maximos_10dias,maximos_15dias,maximos_20dias,maximos_25dias,maximos_30dias,maximos_60dias
20170807,-0.02,40.05,39.75,39.29,38.82,38.21,38.1625,38.544,38.59166667,38.97916667,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9
20170808,-0.02,39.4,39.75,39.47,38.9,38.45666667,38.1875,38.52,38.615,39.02083333,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,37.99,37.09,38.255,38.7,39.4,39.42,39.73,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9
20170809,-0.03,38.5,39.31666667,39.43,38.935,38.62333333,38.175,38.464,38.61833333,39.04416667,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,37.99,37.09,38.255,38.66,39.25,39.42,39.73,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9,40.05,40.05,40.05,40.05,40.05,40.25,40.25,41.9
20170810,0.01,37.5,38.46666667,39.05,38.895,38.67666667,38.135,38.362,38.57666667,39.0575,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,37.95,37.09,38.105,38.56,39,39.42,39.73,39.4,40.05,40.05,40.05,40.05,40.25,40.25,41.9,39.4,40.05,40.05,40.05,40.05,40.25,40.25,41.9
20170811,0.04,37.85,37.95,38.66,38.88,38.68666667,38.1725,38.266,38.54166667,39.065,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,37.815,37.41,37.97,38.5,38.9,39.42,39.73,38.5,40.05,40.05,40.05,40.05,40.15,40.25,41.9,38.5,40.05,40.05,40.05,40.05,40.15,40.25,41.9
20170814,0.08,39.25,38.2,38.5,38.895,38.71333333,38.2825,38.23,38.53666667,39.10083333,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,37.815,37.66,37.97,38.5,38.9,39.42,39.73,39.25,39.4,40.05,40.05,40.05,40.05,40.25,41.9,39.25,39.4,40.05,40.05,40.05,40.05,40.25,41.9
20170815,0,42.5,39.86666667,39.12,39.295,38.97333333,38.6225,38.374,38.62,39.20083333,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,37.815,37.82,37.97,38.5,38.9,39.51,39.83,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
20170816,0.01,42.6,41.45,39.94,39.685,39.27,38.9525,38.528,38.71,39.27416667,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,37.815,37.89,37.97,38.5,38.9,39.64,39.93,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
20170817,-0.03,43.15,42.75,41.07,40.06,39.62,39.275,38.722,38.81333333,39.35166667,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,37.815,37.98,37.97,38.56,38.9,39.74,40,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15
20170818,-0.01,41.9,42.55,41.88,40.27,39.88,39.485,38.914,38.86833333,39.41166667,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,37.815,38.12,37.97,38.56,38.9,39.84,40.015,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15
20170822,-0.02,41.5,42.18333333,42.33,40.415,40.04,39.6175,39.092,38.91333333,39.45666667,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,37.815,38.12,37.97,38.66,38.9,39.94,40.05,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15,43.15
20170823,0.02,40.55,41.31666667,41.94,40.53,40.17666667,39.715,39.286,38.96833333,39.45333333,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,37.815,38.12,37.97,38.66,38.9,39.94,40.08,41.9,43.15,43.15,43.15,43.15,43.15,43.15,43.15,41.9,43.15,43.15,43.15,43.15,43.15,43.15,43.15
20170824,0.05,41.2,41.08333333,41.66,40.8,40.34333333,39.8675,39.494,39.05,39.4525,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,37.815,38.4,37.97,38.73,38.9,39.94,40.15,41.5,43.15,43.15,43.15,43.15,43.15,43.15,43.15,41.5,43.15,43.15,43.15,43.15,43.15,43.15,43.15
20170825,-0.01,43.05,41.6,41.64,41.355,40.58666667,40.125,39.748,39.20833333,39.4925,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,39.11,38.5,37.97,38.73,38.9,39.94,40.18,43.05,43.05,43.15,43.15,43.15,43.15,43.15,43.15,43.05,43.05,43.15,43.15,43.15,43.15,43.15,43.15
20170828,0.02,42.6,42.28333333,41.78,41.83,40.77333333,40.355,39.944,39.39166667,39.525,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,40.42,38.66,38.105,38.73,38.9,39.94,40.28,43.05,43.05,43.15,43.15,43.15,43.15,43.15,43.15,43.05,43.05,43.15,43.15,43.15,43.15,43.15,43.15
20170829,-0.01,43.35,43,42.15,42.24,40.99333333,40.5675,40.124,39.60166667,39.55166667,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,41.135,38.66,38.395,38.73,38.9,39.94,40.365,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35
20170830,0,42.85,42.93333333,42.61,42.275,41.22333333,40.785,40.294,39.84,39.5775,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,41.135,39.14,38.5,38.73,38.9,39.94,40.43,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35
20170831,0,42.7,42.96666667,42.91,42.285,41.50333333,40.985,40.476,40.06333333,39.6075,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,41.135,39.37,38.57,38.73,38.9,39.94,40.515,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35
20170901,0.01,42.7,42.75,42.84,42.24,41.85,41.15,40.668,40.26333333,39.64583333,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,41.135,39.37,38.67,38.73,39,39.94,40.565,42.85,43.35,43.35,43.35,43.35,43.35,43.35,43.35,42.85,43.35,43.35,43.35,43.35,43.35,43.35,43.35
20170904,0.01,43,42.8,42.92,42.35,42.19333333,41.31,40.868,40.44,39.69333333,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,41.135,39.37,38.805,38.73,39.175,39.94,40.615,43,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43,43.35,43.35,43.35,43.35,43.35,43.35,43.35
20170905,0.01,43.3,43,42.91,42.53,42.46333333,41.4725,41.036,40.58833333,39.7425,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,41.135,39.37,38.98,38.73,39.325,39.94,40.65,43.3,43.3,43.35,43.35,43.35,43.35,43.35,43.35,43.3,43.3,43.35,43.35,43.35,43.35,43.35,43.35
20170906,-0.02,43.55,43.28333333,43.05,42.83,42.53333333,41.68,41.238,40.75333333,39.79333333,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,42.46,40.29,39.205,38.73,39.4,39.94,40.65,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55
20170907,0.01,42.8,43.21666667,43.07,42.99,42.54666667,41.895,41.402,40.90833333,39.84916667,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,42.69,41.07,39.355,38.79,39.4,40,40.65,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55
20170908,-0.01,43.1,43.15,43.15,42.995,42.54333333,42.175,41.55,41.08166667,39.90583333,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,42.69,41.44,39.4,39,39.6,40.02,40.725,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.55
20170911,0,42.8,42.9,43.11,43.015,42.60333333,42.4225,41.67,41.24166667,39.9525,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,42.7,41.82,39.68,39.19,39.85,40.05,40.99,43.1,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.1,43.55,43.55,43.55,43.55,43.55,43.55,43.55
20170912,-0.02,42.7,42.86666667,42.99,42.95,42.68333333,42.595,41.776,41.36166667,40.00416667,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,42.7,42.38,39.975,39.34,39.95,40.09,40.99,43.1,43.55,43.55,43.55,43.55,43.55,43.55,43.55,43.1,43.55,43.55,43.55,43.55,43.55,43.55,43.55
20170913,-0.01,41.8,42.43333333,42.64,42.845,42.76666667,42.56,41.872,41.47166667,40.02416667,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.61,41.88,40.4,39.4,39.975,40.09,40.99,42.8,43.1,43.55,43.55,43.55,43.55,43.55,43.55,42.8,43.1,43.55,43.55,43.55,43.55,43.55,43.55
20170914,0,41.6,42.03333333,42.4,42.735,42.79333333,42.51,41.996,41.56833333,40.01916667,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,41.78,41.76,41.005,39.64,40.05,40.09,41.29,42.7,43.1,43.55,43.55,43.55,43.55,43.55,43.55,42.7,43.1,43.55,43.55,43.55,43.55,43.55,43.55
20170915,0,41.5,41.63333333,42.08,42.615,42.69,42.4275,42.156,41.63833333,40.07083333,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.59,41.58,41.41,39.95,40.1,40.19,41.5,41.8,42.8,43.55,43.55,43.55,43.55,43.55,43.55,41.8,42.8,43.55,43.55,43.55,43.55,43.55,43.55
20170918,0.01,41.4,41.5,41.8,42.455,42.61,42.4025,42.298,41.69166667,40.11416667,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.49,41.5,41.47,40.35,40.1,40.37,41.5,41.6,42.7,43.55,43.55,43.55,43.55,43.55,43.55,41.6,42.7,43.55,43.55,43.55,43.55,43.55,43.55
20170919,0,41.8,41.56666667,41.62,42.305,42.50666667,42.4175,42.4,41.75,40.17083333,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.49,41.58,41.5,40.94,40.3,40.81,41.53,41.8,41.8,43.55,43.55,43.55,43.55,43.55,43.55,41.8,41.8,43.55,43.55,43.55,43.55,43.55,43.55
20170920,0,41.7,41.63333333,41.6,42.12,42.43,42.475,42.368,41.82666667,40.22083333,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.49,41.68,41.57,41.32,40.875,41.28,41.63,41.8,41.8,43.1,43.55,43.55,43.55,43.55,43.55,41.8,41.8,43.1,43.55,43.55,43.55,43.55,43.55
20170921,0.02,41.7,41.73333333,41.62,42.01,42.36333333,42.5,42.332,41.93333333,40.27583333,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.49,41.7,41.67,41.46,41.3,41.44,41.7,41.8,41.8,43.1,43.55,43.55,43.55,43.55,43.55,41.8,41.8,43.1,43.55,43.55,43.55,43.55,43.55
20170922,0.01,42.6,42,41.84,41.96,42.35666667,42.4775,42.31,42.10333333,40.34,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,41.49,41.7,41.7,41.5,41.45,41.5,41.73,42.6,42.6,42.8,43.55,43.55,43.55,43.55,43.55,42.6,42.6,42.8,43.55,43.55,43.55,43.55,43.55
20170925,-0.01,43.15,42.48333333,42.19,41.995,42.36666667,42.505,42.36,42.28,40.41083333,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,41.49,41.7,41.77,41.56,41.5,41.54,41.8,43.15,43.15,43.15,43.55,43.55,43.55,43.55,43.55,43.15,43.15,43.15,43.55,43.55,43.55,43.55,43.55
20170926,0.01,42.85,42.86666667,42.4,42.01,42.33666667,42.48,42.414,42.4,40.46833333,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,41.49,41.7,41.8,41.66,41.55,41.64,41.83,43.15,43.15,43.15,43.55,43.55,43.55,43.55,43.55,43.15,43.15,43.15,43.55,43.55,43.55,43.55,43.55
20170927,0,43.2,43.06666667,42.7,42.15,42.31333333,42.4975,42.52,42.42333333,40.52166667,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,41.49,41.7,41.8,41.7,41.65,41.7,41.9,43.2,43.2,43.2,43.2,43.55,43.55,43.55,43.55,43.2,43.2,43.2,43.2,43.55,43.55,43.55,43.55
20170928,0.01,43.2,43.08333333,43,42.31,42.34,42.5225,42.6,42.44333333,40.57666667,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,41.49,41.7,41.8,41.76,41.7,41.74,42.08,43.2,43.2,43.2,43.2,43.55,43.55,43.55,43.55,43.2,43.2,43.2,43.2,43.55,43.55,43.55,43.55
20170929,0.04,43.5,43.3,43.18,42.51,42.36666667,42.5625,42.618,42.455,40.63416667,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,41.67,41.7,41.8,41.8,41.75,41.8,42.53,43.5,43.5,43.5,43.5,43.55,43.55,43.55,43.55,43.5,43.5,43.5,43.5,43.55,43.55,43.55,43.55
20171002,0.02,45.25,43.98333333,43.6,42.895,42.53,42.675,42.724,42.56666667,40.7175,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,41.7,41.7,41.8,41.86,41.8,41.84,42.6,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25
20171003,0,46.2,44.98333333,44.27,43.335,42.76333333,42.82,42.838,42.72333333,40.81833333,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,41.7,41.7,42.36,42.26,41.85,42.14,42.6,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2
20171004,-0.01,46,45.81666667,44.83,43.765,43.04333333,42.9425,42.964,42.905,40.93666667,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,42.51,41.7,42.6,42.56,42.2,42.54,42.63,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2
20171005,0.02,45.45,45.88333333,45.28,44.14,43.3,43.075,43.074,43.04666667,41.04833333,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,42.825,41.7,42.67,42.6,42.55,42.6,42.7,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2
